symbol,NGF3-1-1,NGF3-1-2,NGF3-1-3,NGF3-2-1,NGF3-2-2,NGF3-2-3,NGF3-3-1,NGF3-3-2,NGF3-3-3,NGF3-7-1,NGF3-7-2,NGF3-7-3,NGF3-7-4,NGF3-7-5,NGF3-7-6,NGF3-7-7,NGF3-7-8,NGF3-C-1,NGF3-C-2,NGF3-C-3,NGF3-1-4,NGF3-1-5,NGF3-1-6,NGF3-2-4,NGF3-2-5,NGF3-2-6,NGF3-3-4,NGF3-3-5,NGF3-3-6,NGF3-7-10,NGF3-7-11,NGF3-7-12,NGF3-7-13,NGF3-7-14,NGF3-7-15,NGF3-7-16,NGF3-7-9,NGF3-C-4,NGF3-C-5,NGF3-C-6
Tnks,93,13,0,0,10,11,4,15,142,125,78,1313,82,371,46,26,2,94,0,0,0,135,0,234,1,6,0,0,253,29,208,383,32,1322,74,115,2003,1,0,1181
Tnmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnnc1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,0,0,0,0,1031,0,0,0,1,0,0,0,0,128,0,0,0,2,0,0,0,0,1354,0
Tnnc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnni1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnni2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnni3k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tnni3,0,0,37,0,0,0,1,0,0,1,0,0,0,1,0,17,0,0,0,1,34,0,1,0,0,0,0,11,0,0,0,1,834,0,2,248,0,0,0,0
Tnnt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tnnt2,0,0,3,0,0,0,0,1,0,1,0,0,1,340,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,1,0,0,6,0,0,0,0,0
Tnnt3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnn,59,1,0,0,2,0,31,1,0,1,0,1,776,1,1,8,3,1,743,0,2,1,1,1,1,4,1,3,2,13,3,2,0,0,161,36,0,4,0,2
Tnp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tnp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnpo1,473,19,283,7,78,35,2421,192,596,1615,374,3152,640,549,568,412,1470,318,6,321,59,66,2,600,28,1324,103,167,90,222,1394,374,831,38,186,846,7,657,162,150
Tnpo2,775,0,13,24,12,31,924,0,25,50,419,29,237,19,53,74,56,15,35,5,15,0,0,3,0,30,2,17,22,41,6,9,21,17,12,8,2,25,0,11
Tnpo3,141,91,82,71,305,73,163,280,118,685,240,561,59,45,51,600,223,222,696,109,101,175,166,103,3057,75,97,88,185,331,43,72,34,90,856,48,163,387,96,61
Tnrc6a,1244,568,161,12,35,120,177,756,1459,728,1265,789,657,2487,228,826,516,136,227,254,33,196,12,98,319,11,43,108,113,696,156,214,604,103,1653,47,237,21,102,1766
Tnrc6b,49,117,160,50,0,10,125,66,119,315,1058,110,882,198,286,383,2425,20,136,30,182,5,10,360,1978,2,113,24,39,382,136,2289,186,10,1396,40,56,1,16,119
Tnrc18,6,14,19,30,1,0,10,5,5,278,136,10,255,9,13,195,49,25,14,40,14,24,17,13,7,7,16,23,30,12,48,27,9,8,1,3,4,3,14,14
Tnr,0,0,0,0,22,0,4,0,1,0,2,2,0,0,38,0,797,0,0,0,0,0,0,2,0,1,0,2,0,1,2,0,1,0,0,0,1,0,0,0
Tns1,0,1,1,0,2,0,1,0,0,39,353,1,0,4,5,5,2,0,0,1,2,4,1,5,2,0,1,4,5,3,4,1,18,0,1,1,3,2,2,6
Tns3,1491,0,2420,0,45,3,0,14,2,276,711,16,2,462,24,8,0,35,2,7,0,19,0,0,0,1,0,1,18,11,13,0,17,0,6,1,5,0,11,0
Tns4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Tnxa-ps1,19,123,27,0,128,0,3,45,27,88,340,85,1,18,58,229,19,11,0,8,5,2,29,6,0,0,57,1,3,4,24,0,34,1415,37,0,1,0,14,2
Tob1,81,0,0,9,0,4,0,74,573,28,66,6,9,18,68,30,6,1,1,3,104,0,1,638,171,0,5,72,10,194,24,39,6,16,12,0,5,42,0,75
Tob2,0,0,0,0,0,0,0,1,0,2,22,19,85,86,15,0,15,0,0,0,0,1,2,0,0,1,0,4,3,1,1,2,0,1,0,0,6,1,2,2
Toe1,0,2,0,0,0,0,4,2,15,1,16,13,0,0,6,120,1,2,2,0,24,0,0,14,0,0,1,0,0,1,1,0,2,0,16,15,0,0,1,0
Tollip,220,5,2,199,89,0,0,18,183,58,12,1201,5,367,4,45,10,1,0,0,84,0,2,0,1,1,5,4,2612,78,11,244,13,818,701,27,3,0,0,2
Tom1l1,94,1,0,0,119,0,285,43,200,97,73,159,429,11,11,76,270,1560,10,1431,165,1,66,0,280,1,123,1,89,4,23,14,98,0,124,5,2,12,0,689
Tom1l2,0,0,2,0,0,0,0,0,0,23,159,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,0,0,0
Tom1,0,0,0,0,6,0,9,11,23,31,7,96,15,0,11,2,6,7619,5,0,1,0,6,1,2,0,1686,16,1,3,276,2,0,10,11,835,0,4,0,0
Tomm7,7830,22455,3868,10726,13247,88,12892,2736,11561,4180,12691,10755,10967,9644,608,5164,10112,5270,7439,8877,10405,488,6038,9226,11077,2676,2395,9451,11402,4106,6583,10717,5751,561,9113,2157,411,34,1994,3349
Tomm20,5051,18186,2247,11983,12166,278,6008,1668,8132,4017,2987,4987,1586,2176,569,2823,5282,1229,5268,251,23411,1638,153,5496,13309,281,3161,11388,6417,1466,13329,4956,1726,1720,3327,2134,11853,3525,5565,1614
Tomm22,688,9,10,1,3416,332,3169,4184,11,724,647,3170,19,1332,142,929,62,37,3480,9,3191,1279,8,4695,3060,2699,2330,11,15,3473,2835,33,1220,1417,684,631,5927,199,8,32
Tomm34,3,0,489,0,0,0,2,1,0,55,4,155,1,0,46,617,0,0,1,112,2,0,0,6,0,0,0,0,0,4,4,21,1353,0,1,0,0,0,0,1
Tomm40l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tomm40,1,0,585,0,1,0,0,0,815,0,59,0,7,105,0,58,257,0,0,0,444,608,0,362,0,3,6,1,6,4,0,0,9,1,46,2,700,226,1,0
Tomm70a,577,1,391,0,418,0,605,1239,525,715,975,51,211,78,166,810,716,2886,1,650,3058,1731,8,135,1614,3,1521,415,222,169,119,26,517,826,626,325,3,1,43,90
Tonsl,4,0,1,1,6,1,13,0,9,0,1,1,2,36,2,0,0,0,0,0,0,0,1,0,1,1331,1,2,1,2,0,7,0,0,74,0,0,0,0,11
Top1mt,0,0,1,0,0,0,232,0,29,160,227,0,45,7,4,82,112,0,0,0,0,0,0,10,909,0,0,0,1,1,0,0,1,1,10,1,0,4,0,10
Top1,6013,470,2977,125,38,153,589,31,2194,968,1587,4445,1841,2301,517,2462,9035,121,7,161,3272,34,0,5347,6,325,1532,3633,3334,4692,2362,5958,3735,1336,3396,2475,1766,1115,1735,1318
Top2a,1185,7979,56,2,1,8,6586,0,1341,3858,324,3761,3243,2022,83,7752,3145,2112,5954,220,1633,13,3,735,1,25,3947,894,101,3856,501,464,312,85,1425,3567,1032,4,147,1973
Top2b,374,24,131,0,3,154,600,0,161,518,336,199,115,258,112,1342,114,2310,3,0,60,338,1,1089,5,5,891,1,349,604,246,37,103,242,556,379,1111,0,0,1297
Top3b,11,3,2,0,0,1,21,0,0,37,1,0,1,90,6,13,0,0,3,0,2,0,1,1686,0,1,0,2,0,2,0,1,6,0,0,0,1,1,0,0
Topors,223,66,1,40,664,75,3375,3,275,208,1207,772,617,978,58,1542,1206,233,13,225,780,3,0,675,0,1,720,3060,36,968,630,5945,561,27,279,396,10,747,196,3
Tor1aip1,2277,0,0,0,0,0,1,10,52,256,105,1,239,1997,96,1959,279,761,1100,164,27,20,0,0,1122,3,280,1,122,61,1454,5,4,11,17,5,3,1,2,340
Tor1aip2,1390,7,3,0,1,7,592,394,398,458,169,734,503,11,68,349,932,11,5,7,513,11,0,11,0,5,59,1,595,29,700,1535,23,4,77,7,29,754,1,18
Tor1a,812,0,0,20,0,0,7,1189,1234,254,94,2,3,322,31,6,206,1,1,0,523,2,1,10,2,0,1529,56,13,1,33,0,3,0,19,0,0,1,0,0
Tor1b,471,112,0,6,32,8,18,61,398,541,481,128,410,76,3,2120,1220,974,173,18,680,5,39,369,1,3,820,147,128,128,124,139,519,67,107,206,112,59,2862,65
Tor2a,0,0,1,0,0,1,362,19,1,5,7,477,244,3,19,1,5,3,0,0,5,0,0,1,0,0,0,1,1,0,1,0,1,0,342,1,0,0,0,0
Tor3a,1,2,1,0,8,411,7,4,2,424,0,0,0,201,2,6,2,0,9,0,12,2,0,0,457,1,1,0,1,62,25,0,54,0,6,332,0,2,4,0
Tor4a,7,0,0,6198,11,0,0,9,1678,177,130,153,21,87,6,1,31,0,2,4,541,0,2,38,1,1,4,1,4,1,1,169,523,0,307,6,0,1,0,1
Tox2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tox3,1,0,0,0,0,4,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Tox4,643,6,279,0,13,135,932,1,2581,206,362,368,1407,1426,57,423,136,845,170,18,503,3,12,2258,1,3,109,227,26,161,90,144,8,192,530,21,2,3062,3432,53
Tox,553,1,0,0,1,2,4,2,0,0,8,8,79,0,1,0,0,0,0,28,0,0,0,1,0,5,0,1,4,459,0,0,0,0,321,1,1,0,0,0
Tp53i3,5,5,0,0,1,0,5,369,0,484,235,267,614,2,45,241,9,0,0,0,530,0,1,273,0,0,346,0,1,0,0,1,0,10,0,0,0,1,0,0
Tp53i11,5,11,399,0,0,65,14,33,12,264,58,29,168,112,94,13,50,12,1,3,3,17,0,4,2,0,4,1,4,45,6,25,16,4,1,208,7,0,1,0
Tp53i13,56,0,1,0,3,0,229,0,1,6,18,257,154,79,16,62,1,2,0,0,153,0,0,4,0,0,0,0,0,3,59,3,0,0,4,84,20,0,1,0
Tp53inp1,165,0,0,0,0,0,0,0,7,0,47,16,2,0,0,0,0,0,0,0,357,0,0,2327,61,0,1,546,4,0,0,0,0,0,11,0,14,0,0,0
Tp53inp2,34,0,0,0,2,3,0,1,0,0,73,9,15,34,0,97,1,0,24,80,0,0,0,1,0,8,4,0,4,12,6,4,0,1,15,0,1,0,0,0
Tp53rk,0,0,1,116,2,0,7,1,587,11,16,87,170,0,3,18,14,0,34,0,0,0,0,658,10,0,0,0,2,14,0,370,5,0,148,1,59,1,0,24
Tp53,26,0,2,25,3,0,2050,4,1486,687,2,83,45,21,68,26,1537,18,13,647,177,1,120,3,6,1,274,11,43,2336,10,3,460,1,306,0,912,2,2,0
Tp63,351,0,0,0,1,0,0,0,13,36,24,279,0,57,34,177,4,1,0,1,0,0,0,885,0,0,0,0,5,344,1,15,968,785,17,0,2,0,0,8
Tp73,1,0,0,0,1,1,0,1,7,22,0,10,0,2,45,9,3,0,1,0,5,2,2,1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1
Tpbg,78,1,0,0,0,0,297,4,2,17,66,288,33,35,22,77,75,239,72,7,4,0,1,227,3674,5,19,8,9,34,43,23,3,14,35,43,2,45,7,3040
Tpbpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpcn1,3,2,1,0,0,0,3,2,0,0,3,0,6,6,11,9,5,0,1,5,7,2,12,0,0,0,2,0,0,10,1,0,0,4,6,2,0,5,1,5
Tpcn2,0,0,0,2,0,0,0,0,2,1,0,0,2,4,16,2,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,9,6,1,1,0,0,1,0
Tpd52l1,180,2,0,0,4,0,0,1,0,14,84,12,0,2,0,484,8,0,2,1,2866,0,0,2,1,0,4,2,3109,3,1,1,2,3224,1,0,4,0,0,0
Tpd52l2,20,101,6080,0,8405,0,129,3179,12,171,157,15,1747,513,301,73,27,1,2,0,1220,0,3,20,8,0,4,24,14,1,1075,29,7,1,48,1,11,8,339,6
Tpd52l3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,1,2,1,0,0,1,1,0,0,0,0
Tpd52,0,8,0,0,0,0,0,358,14,0,24,1,2,1,10,0,104,0,1,0,40,0,0,0,1,0,7,0,0,0,0,44,1,0,0,0,0,0,0,0
Tpgs1,171,4,7,0,0,0,322,0,406,262,9,279,209,52,0,317,4,2,937,2,766,0,4,5,0,1,3,631,8,2,24,0,649,101,379,12,0,10,0,1
Tpgs2,2168,8,4228,2,22,0,1832,0,158,1458,737,766,106,523,169,173,265,18,3571,1309,1203,10,32,2310,4057,2815,32,3057,2206,2295,996,145,1273,2233,98,678,0,8,1,21
Tph1,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,1,1,0,0,0,0
Tph2,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tpi1,55,18,135,34,112,1,101,12,40,47,100,156,70,90,12,67,278,90,61,29,276,109,147,13,0,0,41,8,15,66,37,75,45,286,25,42,141,28,47,3
Tpk1,1,0,0,0,0,0,1,0,0,0,50,3,0,0,15,21,0,0,1,1,1,0,16,1,0,1,0,0,0,261,0,0,14,0,0,0,0,0,0,0
Tpm1,12234,7574,3577,12,3755,155,7432,10608,8644,4383,2733,2154,5035,5525,1136,2722,5500,6371,6396,5535,8749,364,1245,3934,3659,44,652,2433,17574,7282,984,3748,2074,4917,2759,273,3087,133,5831,218
Tpm2,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1344,1,0,0,0
Tpm3,14933,247,5402,1,4926,33,913,2,3761,5312,4585,7022,5507,5662,383,2803,9016,4310,259,105,1411,41,739,7462,7,8,702,1845,3011,4209,185,227,294,114,250,940,11,3713,43,909
Tpm4,6059,458,5017,13,1464,19,3147,1289,1083,747,1147,1758,2385,443,160,1285,771,4664,3285,1624,689,164,398,869,2,2,2088,743,21,1905,5,222,90,2933,208,790,47,24,569,341
Tpmt,861,6,0,0,3389,0,1522,1178,3,188,727,101,16,587,24,134,3,0,59,1655,4547,1,0,209,68,0,2,526,25,2549,0,1,0,1,573,11,1,156,0,17
Tpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpp1,12,0,3,48,0,8,38,19,323,310,63,14,428,566,67,73,127,1,2,1,56,0,0,7,0,0,47,29,10,7,50,248,2,1,196,6,70,1,0,1
Tpp2,162,649,2,85,3,0,390,30,91,452,703,1925,2270,150,220,1907,2379,407,2767,3,43,14,45,234,4483,1,136,1077,1070,2896,460,389,782,89,1044,246,76,1034,271,10
Tppp2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tppp3,0,0,0,0,1,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0
Tppp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpra1,0,0,0,0,0,0,0,0,0,0,0,231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Tprg1l,967,26,1162,5,1675,50,483,89,285,2536,644,475,670,1231,380,766,876,1184,12,4,547,189,1518,1485,687,4,2285,637,3160,1324,1207,611,752,1192,775,3094,167,769,1,362
Tprg1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0
Tprkb,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,19,0,0,0,22,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0
Tprn,0,0,0,0,1,0,0,0,0,1,0,15,125,0,0,0,21,3,0,0,3,2,1,2,0,0,1,1,0,2,0,0,0,8,0,0,1,2,1,0
Tpr,5487,5957,525,2044,1774,110,13314,487,4098,2972,2478,4629,8565,4496,752,7039,12704,2342,8486,252,933,1491,2217,11200,3771,598,8226,439,8269,6286,11072,739,1389,38,2994,2860,6779,918,2383,9819
Tpsab1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tpsb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpsg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpst1,0,0,4,0,2,1,0,0,0,201,8,9,329,49,27,1,1,2,7,10,2,0,7,1,89,1,4,4,7,2,953,1,4,1,1,2,7,10,0,881
Tpst2,1598,0,0,0,0,61,39,0,0,44,2,445,35,33,29,103,1585,3,21,0,94,31,0,190,0,1,307,18,0,2,47,6,1,1053,1,47,16,35,0,90
Tpt1,6623,9656,3646,7603,13878,497,4227,13936,5748,1903,6058,12093,5054,5733,830,3497,4972,1542,4246,2608,9277,760,6793,7708,6428,3161,4595,4622,5970,6923,5428,5940,8094,5769,4043,2219,4607,9500,2149,3711
Tpte2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tpx2,663,53,29,2,1140,2,3444,0,250,2613,741,2971,822,517,94,4469,4104,348,179,240,52,869,11,6823,0,19,413,25,2582,1499,172,1075,71,2,548,978,79,22,20,16
Tra2a,283,0,33,1,21,325,1186,2,71,106,196,374,188,57,190,83,909,78,14,50,1048,7,24,66,101,287,77,151,43,744,20,19,240,7,382,3,11,1,0,0
Tra2b,889,227,112,3,1845,934,699,4694,354,2333,1842,2160,796,1029,175,2380,7685,5019,1156,175,874,65,30,41,1187,64,1256,2501,1243,667,1112,312,661,4034,2885,113,702,43,24,133
Trabd,75,1,62,3681,172,0,145,0,1,89,38,38,18,130,3,528,10,355,1313,50,28,0,0,0,0,0,0,1,2,888,0,1,0,1,541,72,0,6,1,5
Tradd,19,0,1,0,0,1,14,0,5,51,53,379,25,193,14,4,3,57,0,0,0,0,2,3,6,1,0,1,7,1,5,5,3,0,17,1159,0,0,0,1
Traf1,5,0,0,0,129,0,4,0,1,38,1,27,0,14,10,150,19,0,0,0,0,0,0,5,0,0,0,9,22,6,0,0,0,0,0,0,2,4,0,0
Traf2,188,0,1,0,264,0,39,5,0,5,10,32,147,1,5,7,6,13,2,0,3,0,0,0,0,0,139,39,0,1,0,37,4,0,0,4,0,0,0,14
Traf3ip1,79,0,0,1,941,9,1,0,3,0,39,122,400,202,0,396,0,0,0,0,2505,0,6,78,0,0,7,8,2,0,9,0,374,1000,0,30,300,4,1,2
Traf3ip2,6,206,149,0,223,0,58,0,0,10,2,1,78,24,18,1,0,1,0,0,4,2,0,327,0,0,1,2300,8,0,7,0,0,0,3,13,0,0,0,4
Traf3ip3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,18,0,0,0,0,0,0,0,0,0
Traf3,539,1,0,5,14,1,7,2,80,115,252,982,261,94,102,122,614,43,0,13,38,1,7,9,0,22,2974,47,10,221,175,194,870,0,321,116,1350,61,1,111
Traf4,100,0,1,0,0,37,34,0,894,33,3,8,0,1,10,1,4,0,0,0,1,0,14,1175,1,0,47,2,17,0,0,0,0,0,3,0,23,0,1,22
Traf6,0,0,0,0,1,0,0,0,46,13,1,0,0,6,0,6,14,1,2,0,0,0,0,0,0,0,2,0,7,2,7,0,0,0,0,0,0,0,0,0
Traf7,3,0,2,1,7,1,5,2,23,94,114,545,8,10,0,42,4,17,127,7,10,7,0,2,31,0,1985,2,4,11,5,2,2,0,442,1,0,62,0,86
Trafd1,1308,2,15,6,51,4,15,3,1431,95,254,154,122,0,10,513,2,2,9,0,861,32,0,599,2520,0,4,0,1236,8,116,1,2,1,3,1,4,0,11,1125
Traip,5,22,0,0,7,0,0,0,24,270,8,23,1,0,1,5,28,30,3,9,3,0,0,0,0,0,17,1,2,170,8,0,6,0,431,2,1,0,9,0
Trak1,0,0,2,1664,1,1,2627,4,28,609,717,0,49,10,6,257,779,1,2,423,4,0,2143,0,0,5,0,1884,2234,3,2034,2,74,2893,574,82,10,1,1,2
Trak2,2,1,7,80,54,88,6,11,41,163,24,49,201,60,34,385,509,460,3,15,13,29,54,162,9,67,65,49,42,69,19,29,4,0,294,50,68,119,10,1
Tram1l1,0,0,2,6,0,0,1,0,276,3,79,0,22,11,27,22,0,0,0,0,16,0,2,31,0,0,146,18,5,1,1,0,11,0,2,1,1,59,0,0
Tram1,2314,266,2013,25,5060,0,3816,9192,1902,2834,1761,1877,1798,163,268,2962,1678,5824,77,3510,589,27,3,372,3855,2767,1876,2258,105,563,352,94,41,22,2063,3492,2706,124,47,637
Trank1,823,255,0,1,0,1,25,54,2850,784,55,37,578,152,31,232,23,4,18,0,2,0,1,1068,1,1,51,37,2,118,25,2319,0,5,28,25,2,2,278,51
Trap1,413,20,33,0,114,0,1852,0,46,542,179,97,41,80,41,248,91,30,54,58,23,8,3,29,9,1,8,6,7,261,62,39,14,7,294,57,4,1,0,714
Trappc1,1760,0,0,0,2029,17,2776,0,296,11,1216,3516,646,553,224,1160,21,6,1141,2,275,6,1096,483,3152,0,2030,5,3627,421,2343,5,367,8,1737,26,4903,8,407,0
Trappc2l,538,8139,2,0,863,7,1499,1,1,397,642,243,984,1028,56,35,31,2,1584,958,1058,0,1,152,2587,137,3715,0,2032,0,1101,5,1750,1100,507,1,1,18,0,0
Trappc2,3,0,0,0,1,0,2,1,13,25,235,10,1,146,16,147,0,0,0,0,0,0,3,1,0,2,2,0,1,57,1,0,0,3,313,0,0,6,7,0
Trappc3,0,0,1,0,0,9,34,0,571,510,0,4,2,2,148,2,2,0,2455,0,17,0,0,0,0,0,18,2,0,0,2,1989,1,1,9,3,0,5,0,1
Trappc4,2,0,0,2,1,6,12,84,5,340,18,15,109,145,58,23,2620,0,1,0,1,3835,0,20,0,1,2,555,10,13,2,0,17,0,723,3,0,5,0,0
Trappc5,2640,254,5,6,1207,1,773,1,41,466,470,553,349,214,44,14,1310,834,14,1,62,1,1,752,1034,3,979,325,36,1027,1,0,370,22,52,13,4,8,636,4
Trappc6a,49,0,0,0,20,20,98,0,1478,141,56,15,53,28,25,79,1,0,4,0,0,0,0,6,12,0,0,0,272,26,13,6,562,11,143,0,0,0,0,6
Trappc6b,488,1,61,11,511,118,1960,3684,25,293,64,1690,366,238,199,391,248,490,2186,357,6172,21,1,1016,2169,0,38,2084,3566,14,2771,3391,3,683,1498,163,131,4,0,7
Trappc8,52,0,0,23,1,0,206,1,246,377,200,557,22,23,36,130,1408,315,2,0,15,8,164,23,40,0,9,12,73,350,35,49,820,42,248,43,743,153,3,77
Trappc9,1,0,0,0,0,72,2,0,13,14,8,9,4,0,62,0,5,32,5,1,0,0,3,1,1,0,0,5,6,1813,0,4,2,3,4,2,1,1,0,1
Trappc10,23,5,4,4,150,115,27,24,570,241,192,353,36,461,3,83,513,2,2,275,5,0,9,24,1,1580,43,3157,31,694,2206,5,742,10,80,131,1,43,1,238
Trappc11,383,0,9,1179,57,15,50,1307,128,160,22,712,3,178,26,271,588,1,103,0,2,0,52,287,0,0,26,724,20,68,46,25,14,12,127,7,4,0,1,55
Trappc13,433,30,2179,4,1112,15,279,5970,141,164,333,573,542,574,76,375,296,4924,2526,24,1075,65,4,25,83,12,338,44,1737,9,346,59,68,9,609,105,1949,0,29,33
Trat1,6,5,4,2,2,8,0,7,2,0,0,7,5,2,12,0,6,8,4,174,4,12,15,5,4,5,2,9,4,1,1,2,4,19,2,9,22,3,15,4
Trdmt1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,0,2,0,0,0,0,0,0,2,0,2,61,0,0,0,1,0,0,0,0,0,0,0,0,0
Trdn,0,0,0,1,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,500,0,0,1,0,0,0,0,27,0,0,0,0,0
Treh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Trem1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Trem2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trem3,0,0,0,0,0,0,0,443,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treml1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trerf1,3,0,0,0,0,0,0,0,0,4,8,1,36,16,0,338,0,6,1,0,1,1,0,1,1,1,0,2,0,1,0,0,0,0,1,1,2,1,0,0
Trex1,20,0,28,3,1,26,19,0,24,86,34,249,146,100,13,32,5,0,16,0,61,17,1,35,0,0,5,31,39,2,12,337,10,6,13,7,1519,6,1,0
Trex2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Trhde,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Trhr2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
