symbol,NGF3-1-1,NGF3-1-2,NGF3-1-3,NGF3-2-1,NGF3-2-2,NGF3-2-3,NGF3-3-1,NGF3-3-2,NGF3-3-3,NGF3-7-1,NGF3-7-2,NGF3-7-3,NGF3-7-4,NGF3-7-5,NGF3-7-6,NGF3-7-7,NGF3-7-8,NGF3-C-1,NGF3-C-2,NGF3-C-3,NGF3-1-4,NGF3-1-5,NGF3-1-6,NGF3-2-4,NGF3-2-5,NGF3-2-6,NGF3-3-4,NGF3-3-5,NGF3-3-6,NGF3-7-10,NGF3-7-11,NGF3-7-12,NGF3-7-13,NGF3-7-14,NGF3-7-15,NGF3-7-16,NGF3-7-9,NGF3-C-4,NGF3-C-5,NGF3-C-6
Acot4,93,4092,66,0,0,0,48,0,0,7,0,0,17,2,0,0,0,1,12,0,32,0,3462,0,339,0,6,0,72,0,0,0,3,1,2,0,0,0,0,0
Acot5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0
Acot7,1773,36,4337,0,1169,0,128,0,26,413,367,353,91,866,119,324,48,55,9,6,588,3,3,1814,2511,3,36,25,15,255,6,12,1204,548,145,157,0,8,1,12
Acot8,258,1,113,0,29,4,106,110,262,367,41,537,380,1323,60,504,151,973,67,151,76,680,5,1025,3,0,1358,3716,1,852,12,1900,644,2,579,121,75,1336,0,13
Acot9,622,4194,4546,85,695,0,197,361,271,1660,297,1989,377,466,30,1331,1231,1025,19,1304,417,2,354,170,426,33,3254,511,3451,399,197,3806,1241,1755,727,520,10,252,4,305
Acot11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acot12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acot13,533,0,0,0,0,0,9,0,509,303,898,270,85,578,0,680,22,3,0,0,1,183,0,219,1080,0,0,29,4877,4,17,8,120,2,105,323,81,12,0,12
Acox1,0,0,1,0,0,0,360,2,0,13,0,45,30,2,13,2,0,0,0,0,0,0,0,0,0,17,0,0,1,0,1,1,0,0,7,44,0,0,0,0
Acox2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Acox3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1
Acoxl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0
Acp1,1682,1,1146,75,827,5,552,72,75,186,632,1459,606,736,50,206,4779,401,176,65,3036,45,611,164,461,10,807,43,748,165,356,264,1765,370,240,7,449,143,19,166
Acp2,172,0,0,0,1169,1,960,730,4,307,119,91,98,42,57,170,212,12,175,12,164,0,0,1,9,2,217,22,0,37,35,97,65,0,438,1,97,37,1,16
Acp5,0,0,0,177,1,0,1,0,0,289,405,2,39,359,15,18,55,0,0,3,1312,0,0,1,4,0,2,107,0,4,1,0,1,4,0,3,0,0,0,0
Acp6,0,2,5,1,0,86,0,0,0,192,1,3,225,27,5,2,0,110,85,1,9,1,0,10,1,0,0,0,1355,35,17,2,3,270,4,0,1,3,0,0
Acpp,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acpt,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,1,0,4,0
Acrbp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acrv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Acsbg1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Acsbg2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Acsf2,0,0,0,1,0,0,10,0,1,1,0,2,7,1,0,6,0,0,0,0,0,0,1,0,0,1,1,0,2,0,3,0,0,0,3,1,0,1,1,0
Acsl1,16,150,4,7,0,0,1883,1249,57,373,244,187,40,93,27,215,205,2,125,135,7,46,1,35,332,3,2,32,11,2833,38,126,4,4,1106,48,2486,253,1,123
Acsl3,856,1073,0,77,59,69,1191,0,1884,1109,737,559,518,567,185,1417,3282,66,1295,237,652,11,0,5067,1,29,177,230,141,1500,610,45,144,467,151,2781,38,50,19,284
Acsl4,49,1,21,1586,17,140,1926,552,325,1534,522,153,941,769,290,151,1003,734,32,26,97,519,18,852,750,97,128,38,7,42,1358,2088,924,48,429,390,3,83,3387,18
Acsl5,247,10,476,73,1,32,16,41,79,499,1163,1209,535,315,134,1300,1257,892,1200,123,225,1,55,363,4,22,1527,56,930,224,57,13,190,4,359,28,288,28,103,10
Acsl6,1,0,1,1,0,0,0,1,7,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0,0,0,1,0,0
Acsm1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsm2a,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsm3,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acsm4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsm5,0,0,0,0,0,0,1,0,1,34,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acss1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,1,0,0,6,0,0,1,1,1
Acss2,1,0,0,0,0,0,1,9,1,72,7,5,10,3,2,13,0,1,1,0,2,0,2,0,0,0,5,2,2,3,2,0,1,0,0,1,0,0,4,0
Acss3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acta1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0
Acta2,17,0,521,1,79,0,179,98,6,0,2,41,2,899,25,4,5,0,4,219,24,85,0,2,0,4,3,202,136,7,455,10,3,10,19,2,11,6,0,0
Actbl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Actb,2915,3766,4209,2,3434,68,1062,259,460,4901,1531,3217,2563,1982,1010,933,7647,3177,332,6007,8414,3274,3512,1159,8344,18,1127,771,4707,3043,252,2787,6186,9019,3724,3981,1003,950,4762,842
Actc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Actg1,7976,19241,8692,1323,13168,263,9236,725,6976,3613,1427,2913,3449,2323,772,2254,9488,3031,7327,13594,14716,11600,11667,4694,4634,1800,8197,8816,14004,8061,4400,6796,3007,2944,1231,1053,4571,5774,7475,2614
Actg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actl6a,923,0,764,0,111,0,6,0,7,139,266,277,324,374,153,1237,978,1778,11,13,31,151,3,757,118,17,111,30,55,20,73,122,8,64,300,1,20,35,5,2018
Actl6b,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,9,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Actl7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actl7b,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Actl9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Actl11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0
Actn1,380,0,6,3,18,0,19,3,27,242,58,65,232,746,63,2,65,114,1,44,83,114,1,53,0,3,197,61,449,971,112,1,21,2,20,2,1,6,0,291
Actn2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0
Actn3,0,0,0,0,0,0,3,2,1,0,1,0,0,2,4,155,4,0,2,0,0,1,0,6,4,0,7,1,0,10,7,1,1,3,4,1,5,0,2,3
Actn4,972,109,32,0,491,19,521,70,3046,1078,330,552,2317,1143,257,340,434,2017,924,171,814,65,78,159,1176,10,101,221,250,291,200,929,1060,58,481,243,143,64,3440,1180
Actr1a,81,0,6,4,3,181,106,11103,11,907,938,587,1258,355,189,1111,1931,54,1682,10,58,1,4,643,33,2,21,16,27,1508,10,47,832,7,327,12,454,1,0,15
Actr1b,21,3,3,0,450,0,459,0,5,254,682,38,911,22,358,532,706,5,7,0,26,0,1,943,9,3,1065,500,7,45,9,3670,5,2,24,25,11,5,0,15
Actr2,6340,136,1284,1,1979,2,3300,1,2015,1676,2151,760,995,2853,124,2247,5250,23,11,194,2015,13,2,4,6560,4176,245,110,64,103,1639,4031,889,97,128,92,15,19,3483,11
Actr3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actr3,633,34,2722,12,667,11,241,7,175,1882,1033,2622,176,571,93,872,469,3015,155,250,1001,1185,34,273,4974,728,302,16,190,92,131,23,69,5,39,605,145,102,1,10
Actr5,58,0,0,0,1,0,0,9,0,23,1,5,1,2,6,87,0,0,1,0,0,0,1,0,1,24,2,5,47,442,4,0,3,0,91,1,0,0,1,1
Actr6,28,0,6,0,0,1,7,968,2,265,325,263,0,39,228,380,18,24,0,0,6,0,0,26,63,0,0,2716,94,2059,901,1,4,4,32,650,15,3,0,204
Actr10,1052,4221,4,78,387,90,161,411,217,993,667,2510,153,320,137,628,4279,52,2997,616,1068,2,2,1446,8,2812,26,3867,4,2293,1826,4254,911,26,613,504,25,19,30,13
Actrt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actrt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Actrt3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Acvr1b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,1,0
Acvr1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,14,0,0,0,0,1,0,0
Acvr1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,175,0,2,0,0,5,0,0,0,0
Acvr2a,62,0,0,2661,0,0,0,0,1,2,500,10,264,17,80,1,0,4,0,1,0,0,0,4,0,0,0,3,0,39,45,0,113,0,159,6,0,1,0,0
Acvr2b,0,0,0,0,0,1,0,0,0,0,12,0,6,5,0,5,0,1,0,0,3,1,0,2,0,0,3,0,0,2,11,0,2,0,0,0,0,0,0,785
Acvrl1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,0,0,0,1057,1,1,0,0,0,0,0,2,2,1
Acy1,80,0,0,0,28,0,791,21,2,137,238,7,4,46,20,391,1,1,0,0,9,7,10,1,0,0,44,0,1,3,42,2,9,0,3,5,2,0,0,3
Acy3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acyp1,554,30,22,98,5077,202,2046,514,53,785,1660,1326,359,815,185,2197,989,613,331,30,1883,14,16,6537,4170,24,235,7190,12452,250,2066,1085,1749,650,1360,19,69,5573,45,641
Acyp2,732,0,0,29,1179,0,96,0,1,292,1,1,281,2,113,0,0,1126,0,143,0,9,1,18,67,0,9,5,267,56,24,39,7,2,131,95,1,0,0,0
Adad1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Adal,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,35,0,0,0,0
Adam1a,0,0,0,0,0,0,0,0,0,0,0,14,1,10,2,2,5,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0
Adam2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Adam3a,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1
Adam4l1,0,0,0,1,0,0,0,0,0,0,0,0,28,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Adam4,0,0,0,464,0,0,0,0,0,0,2,1,0,0,23,0,0,0,0,0,0,0,1,24,0,0,1,0,1,0,31,0,83,0,8,0,0,0,0,0
Adam5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,2,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,1
Adam6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam7,1,2,1,1,1,0,1,4,0,8,0,2,0,0,3,1,1,1,0,0,1,4,0,0,1,2,0,0,2,1,1,0,0,1,0,2,2,1,3,2
Adam9,2,0,66,0,3,0,3,1,1,55,0,40,6,11,18,5,17,0,1,2,1,0,0,22,0,0,0,2,1,4,0,151,2,0,0,0,475,10,0,0
Adam10,1,6,0,0,0,0,0,0,1,358,227,343,773,46,28,0,7,260,0,1,13,6,0,4,1,0,2,0,9,54,380,1,20,2,1,72,1,24,0,266
Adam11,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,3
Adam15,1,0,0,1640,1,0,1,11,21,34,46,4,65,13,1,0,106,0,0,1,53,3,0,8,7,2,8,5,3,2,37,0,29,8,2,26,0,113,0,4
Adam17,329,0,0,5,0,121,123,54,262,301,200,31,1214,690,141,730,28,86,494,0,160,0,0,40,0,248,16,3,0,185,85,18,5,7,144,453,131,1,0,69
Adam19,1,0,3,5,1,0,1,3,2,0,0,0,0,0,2,0,1,0,0,4,2,2,2,0,2,5,1,2,1,2,1,5,0,1,1,3,1,2,3,1
Adam23,1,0,1,0,0,0,1,0,0,1,2,764,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,2,1,2,1
Adam26a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Adam30,1,0,0,0,0,0,3,0,0,0,176,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
Adam32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Adam34,0,0,0,0,1,0,2,1,0,1,0,8,0,0,1,0,7136,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamdec1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Adamts1,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,241,1,0,0,0,0
Adamts2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,1,0,0,3,2,0,1,1,2,3,1,0,2,2,1,1,1
Adamts3,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,8,16,3,7,2,1,6,8,1,1,11,0,1,0,0,0,8,10,9
Adamts4,0,0,1,0,0,0,13,1,0,0,0,1,0,23,0,0,2,0,0,1,0,0,0,1,1,0,0,10,0,1,271,2,0,1,0,1,0,0,1,0
Adamts5,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,10,0,0,0,0,0,0,0,1431,2031,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
Adamts7,0,0,2,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,11,0,0,2,0
Adamts9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1
Adamts10,0,0,1,0,0,0,193,0,1,0,33,26,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0
Adamts12,1,0,0,0,0,1,0,0,0,0,2,0,0,0,45,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Adamts14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
Adamts15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Adamts18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Adamts19,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Adamtsl3,1,0,0,0,1,1,1,0,0,0,101,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,146,0,0,0,0,3,1,1,2,1,1,0,133
Adamtsl4,0,1,1,0,0,0,0,2,10,9,1,1,0,0,30,2,2,0,2,0,1,5,1,1,3,0,1,3,0,4,4,26,2,0,1,1,5,0,2,152
Adamtsl5,28,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,3,0,0,0,0,0,0,0,1,0
Adap1,0,0,0,1,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,2,0
Adap2,0,2,580,0,0,0,2,0,0,24,80,0,76,0,0,0,4,4,0,1,0,1,13,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,3,0
Adarb1,0,0,0,889,0,0,2890,0,2,229,164,158,520,8,4,71,0,0,18,0,0,2,0,324,0,0,1,1756,233,17,19,45,3,0,28,0,1,0,0,13
Adarb2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adar,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adat1,3,0,0,0,0,0,0,0,0,0,2,1,0,6,16,2,0,0,0,0,0,0,0,8,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
Adat2,0,0,0,0,0,0,27,1,8,317,607,30,40,697,21,542,17,0,1,0,8,0,0,0,347,0,0,0,0,8,1797,0,2,0,28,5,0,0,0,0
Adat3,64,0,0,0,0,0,0,0,0,0,0,181,2,0,0,0,0,0,1,0,0,445,0,0,0,0,0,3,0,2,0,0,0,0,0,1,4,0,0,0
Ada,0,0,6,0,0,0,4,0,12,89,42,5,28,12,12,15,26,37,0,0,607,0,1,5,1,3,6,0,783,61,2,15,20,791,1,0,0,0,4,0
Adck1,0,0,1,0,20,0,210,0,0,35,14,3,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,9,0,0,0,0,0,0,0,0,0
Adck2,0,0,0,0,0,0,1,0,0,1,13,142,0,0,0,54,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Adck3,0,0,0,11,0,1,1,1,0,5,0,1,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Adck4,0,0,463,0,2,0,0,0,0,4,0,0,5,0,21,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,158,0,0,0,3,0,2,0,0,0
Adck5,0,0,0,0,0,0,0,0,0,262,14,1,3,3,45,519,1,0,0,1,0,0,0,0,4,0,0,10,1,1,5,1,3,0,0,3,17,0,0,0
Adcy1,2,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,3,0,0,2,1,1,1,0,0,1,3,1,0,0,0,1
Adcy2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Adcy3,9,0,1,7,1,0,0,0,24,46,64,6,32,11,57,92,2,0,2,2,0,1,4,0,5,0,5,2,1,0,8,5,7,3,51,27,0,1,10,0
Adcy4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Adcy5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2,2,0,0,5,0,1,1,0,1,0,0,0,2,0,0
Adcy6,0,14,0,44,0,1,2,0,2,283,10,5,9,32,9,11,35,0,2,52,1,1,4,0,0,0,3,3,3,3,1,0,0,9,0,1,1,0,1,80
Adcy7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0
Adcy8,0,0,0,0,0,2,1,0,0,0,27,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,3,0,0,0,0,0,1,1,2,2
Adcy10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,49,0,0,0,69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adcyap1r1,0,0,0,73,0,0,1,0,1,0,11,12,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0
Adcyap1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add1,176,29,4556,7,15,47,80,21,1732,1340,244,1863,1554,908,394,264,99,3234,7,18,2894,35,0,44,14,3,94,9,27,1432,15,20,45,8,231,78,53,57,5,30
Add2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Add3,828,1406,28,1,361,0,629,0,555,747,269,2194,220,159,99,1602,1023,112,83,218,159,20,78,101,188,21,22,0,97,96,83,56,153,0,417,25,103,137,31,15
Adh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Adh4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adh5,2294,1372,3469,16,18,21,705,39,620,2609,1159,209,405,182,82,1106,226,13,222,207,2175,1,7,662,174,6,19,995,1275,1596,1094,16,847,15,74,209,19,2218,6,19
Adh6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Adh6,1,0,0,1,2,0,2,0,1,0,1,1,1,0,0,0,0,0,4,0,1,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Adh7,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,307,0,0,190,0,9,1,0,638,4061,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Adhfe1,0,0,0,0,0,0,2,0,0,0,0,7,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0
Adi1,77,11,30,0,7,0,1010,0,34,52,36,78,38,926,45,33,7,13,1,0,6,10,7,2,3499,0,0,0,62,8,905,3,33,0,42,25,1,31,0,10
Adipoq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,2,0,3,0,0,0,0,0,1,1,0,0
Adipor1,370,31,5586,204,55,13,674,2,160,272,245,898,352,400,320,297,346,210,2,144,653,67,236,809,646,187,558,396,38,677,311,2075,142,165,225,252,950,14,4,47
Adipor2,4,5,6,9,0,0,2,0,0,169,44,0,0,2,0,169,1,3,0,1285,94,0,0,0,0,0,0,0,13,4,0,0,2,0,0,0,0,0,0,9
Adk,236,430,26,1,839,0,1907,8,122,470,894,384,757,178,109,795,2571,120,82,32,1721,0,5,36,44,1,43,259,108,2349,63,321,1129,6,25,498,26,145,0,59
Adm2,0,0,0,3,0,0,0,5,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
