symbol,NGF-1-1,NGF-1-2,NGF-1-3,NGF-1-4,NGF-2-1,NGF-2-2,NGF-2-3,NGF-2-4,NGF-3-1,NGF-3-2,NGF-3-3,NGF-3-4,NGF-C-1,NGF-C-2,NGF-C-3,NGF-1-5,NGF-1-6,NGF-1-7,NGF-2-5,NGF-2-6,NGF-2-7,NGF-3-5,NGF-3-6,NGF-3-7,NGF-7-1,NGF-7-2,NGF-7-3,NGF-C-4,NGF-C-5,NGF-C-6,NGF-1-10,NGF-1-8,NGF-1-9,NGF-2-10,NGF-2-8,NGF-2-9,NGF-3-10,NGF-3-8,NGF-3-9,NGF-7-4,NGF-7-5,NGF-7-6,NGF-C-7,NGF-C-8,NGF-C-9,NGF-1-11,NGF-1-12,NGF-1-13,NGF-1-14,NGF-1-15,NGF-2-11,NGF-2-12,NGF-2-13,NGF-2-14,NGF-2-15,NGF-3-11,NGF-3-12,NGF-3-13,NGF-3-14,NGF-3-15,NGF-C-10,NGF-C-11,NGF-C-12,NGF-C-13,NGF-C-14,NGF-C-15
Spink3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spink4,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Spink6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spint1,0,4,0,6,1437,22,9,28,4,62,35,4,8,4,251,311,1,12,6,30,0,125,59,18,212,15,2,1010,271,1228,4,113,7,1,153,129,8,858,0,14,1,27,126,222,102,43,1,6,63,18,18,8,13,12,12,46,336,20,47,0,100,0,7,26,0,344
Spint2,1,2,1,18,1021,764,143,428,143,175,192,199,28,17,415,2087,17,6,50,2411,131,106,374,24,340,35,59,244,692,995,155,1711,2911,0,566,3829,587,1388,0,83,4,110,2873,1441,459,1910,155,7,930,1052,1167,478,1585,1185,388,109,752,661,900,11,1416,3,69,985,289,234
Spint5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spire1,0,1,0,467,884,324,75,364,520,6,360,257,154,73,353,6,220,15,1451,123,0,178,532,0,47,15,17,0,5,689,1,13,221,367,692,237,1941,1,0,22,8,23,11,69,110,320,0,1,3,223,444,74,84,0,103,1749,67,26,55,5,555,61,1,0,0,122
Spire2,0,0,0,0,0,1,1,8,0,0,0,1,1,0,1,5,0,0,8,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,2,0,3,0,2,1,1,2,0,15,0,0,2,0,0,0,0,0,0,0
Spns1,2,1,0,0,338,2,220,76,27,32,22,175,4,17,179,115,217,0,31,1,7,0,74,0,118,0,2,0,108,1,17,26,2,39,25,101,31,0,154,4,0,19,8,644,2,82,1,0,8,23,28,238,32,3,1,1,1,4,31,0,64,0,0,10,0,41
Spns2,0,0,0,4,4,2,24,0,1,7,1,4,6,0,2,11,1,1,4,2,4,3,3,18,1,3,4,17,6,1,0,2,1,0,2,3,1,1,0,1,1,4,19,3,1,1,7,1,3,0,5,6,14,3,15,4,1,2,1,52,14,1,3,0,4,0
Spns3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spn,145,759,1,1457,126,656,0,3,0,0,1,266,0,338,0,0,0,0,1,759,986,0,3,0,0,0,0,1,0,0,0,39,0,0,2697,10,10,0,1,170,0,9,1,319,0,0,0,0,6,0,1,279,0,1,183,0,0,1,7,1,21,0,2,0,2,157
Spo11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spock1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spock2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spock3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Spon1,0,1,0,38,0,3,7,2,1,1,2381,64,1,0,0,0,15,0,1,0,0,0,0,5,0,0,8,0,9,0,1,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,3,165,972,3,8,3,2,1,0,0,2,0,0,0,0,1,0,2
Spon2,0,1,0,53,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spopl,0,0,0,0,1,0,0,0,0,30,8,22,0,0,0,58,0,0,0,0,0,0,0,3,57,2,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,47,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,27,0,247,0,0,0,0,0
Spop,146,450,20,1,748,297,70,85,472,81,289,41,22,765,798,1457,48,1114,138,655,199,131,1,1416,758,18,24,2,23,1,544,1378,876,5,2077,1291,4507,563,42,37,4,201,2911,862,8,1076,329,1,265,1355,1005,720,0,339,178,19,9,2,17,1,110,14,67,606,1,41
Spp1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,179,0,172,6,7,0,0,0,457,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,314,0,0,0,0,0,1140,0,0,42,0,0,0,0,0,0,0
Spp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sppl2a,2,0,0,1255,15,44,261,1,3,1,3,25,0,80,1,294,2,1,0,10,4471,0,13,1256,89,3,12,48,123,0,13,20,20,0,1535,107,0,0,65,7,0,6,48,10,4,0,0,0,0,20,730,296,0,21,1,1,5,47,0,0,682,0,0,0,1,7
Sppl2b,0,0,0,9,1,1,41,6,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,0,183,1,0,2,0,0,0,0,0,0,152,0,0,85,142,663,6,7,2,0,0,0,1,1,0,15,0,0,40,0,0
Sppl2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spred1,0,0,10,120,22,0,0,62,375,60,442,52,0,0,0,0,0,0,0,2,0,0,0,0,250,2,2,0,261,0,0,194,0,0,115,0,88,0,0,2,1,0,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,84,0,0,0,0,0
Spred2,0,0,0,0,1,0,1,0,0,27,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spred3,0,0,0,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1
Sprn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Sprr1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprtn,0,0,0,0,21,790,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,31,0,0,0,0,0,25,0,0,0,0,23,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Spry1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spry2,0,0,0,0,7,68,0,5,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,231,0,0,5,0,0,0,0,0,0,0,0,0
Spry3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spry4,0,1,1,1,2,1,0,86,3,1,2,3,0,2,1,5,6,6,3,11,1,1,3,3,3,0,14,1,4,2,0,4,4,1,3,1,1,2,4,1,0,3,5,3,0,8,3,2,12,4,12,4,2,3,26,4,2,0,8,0,6,2,1,6,2,8
Spryd3,0,0,12,38,87,13,18,0,60,18,3,10,51,127,9,41,1,1,34,7,0,44,56,0,15,2,3,41,10,0,2,124,0,0,66,133,24,46,0,6,1,6,8,5,0,154,12,0,48,5,9,94,94,20,10,1,4,0,56,108,60,8,0,5,13,5
Spryd4,1,0,0,2455,355,748,0,411,1306,33,20,928,594,120,106,52,2,0,0,133,0,0,116,15,65,4,5,2561,1414,81,0,67,1,0,55,37,0,0,0,9,0,32,219,398,50,894,2,0,0,739,4,793,1269,0,1,1,227,93,40,2,367,355,81,14,0,982
Spryd7,9,62,0,2,153,77,208,81,55,42,20,398,0,53,507,69,203,0,52,220,50,774,26,333,347,20,24,3753,1873,3,198,2844,0,0,931,0,83,0,8551,6,1,141,569,75,738,989,0,0,22,8,64,0,1,5,17,787,645,887,2129,0,626,47,30,115,0,506
Spr,1,158,16,0,13,86,134,40,12,14,365,5,520,0,503,25,6,1,9,424,20,163,38,3,105,3,4,154,77,45,52,6,296,2,9,1,7,4,0,2,0,11,11,2,62,6,10,0,11,82,12,3,66,162,194,37,6,0,120,18,140,298,33,109,0,40
Spsb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,1
Spsb2,3,0,0,0,1,3,0,0,7,0,1,16,7,2,2,0,10,0,10,4,0,18,6,0,1,0,0,1,53,0,0,18,2,0,3,0,2,15,0,0,0,0,10,5,0,13,0,0,2,3,0,3,33,0,0,0,42,0,3,0,7,0,8,18,5,10
Spsb3,13,15,1,8,20,16,79,0,32,11,22,12,0,183,137,100,0,0,3,43,915,109,0,0,21,0,1,42,8,10,25,35,12,0,13,0,6,11,3,1,0,3,25,320,50,540,6,0,3,1,18,15,88,7,91,25,684,2,5,1,27,50,91,235,0,632
Spsb4,15,51,0,58,0,250,0,0,1,0,0,0,0,0,0,0,22,1,1,2,1,2,0,0,2,0,0,1,0,2,1,0,0,2,27,3,0,0,0,0,0,0,4,12,23,1,2,1,4,2,44,0,529,4,442,1,1,1,3,0,93,0,1,43,1,1
Spt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spta1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1,41,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sptan1,555,140,0,2,1795,543,1116,76,47,1067,638,200,100,66,140,1938,0,616,36,1228,26,430,2344,268,618,24,36,5,369,0,14,181,118,0,2994,8721,4311,3465,40,10,1,56,659,316,2239,87,444,1,92,28,334,84,53,273,877,49,81,10,837,2,1244,20,256,18,698,119
Sptbn1,274,2,0,99,5423,9467,1560,5206,337,4622,4808,2372,688,297,90,6167,0,841,1960,4508,0,2533,3344,1117,2879,40,70,0,4496,11,1126,617,1139,0,7025,7354,17096,361,5,72,16,114,15789,7948,3753,2071,246,0,0,431,385,177,147,440,492,296,26,393,1192,371,2054,7,199,168,293,1609
Sptbn2,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1,0,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0
Sptbn4,2,1,0,1,47,1,3,0,1,1,0,0,2,0,1,3,0,3,0,3,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,2,1,0,0,0,0,1,1,0,1,2,0,2,4,3,2,1,3,8,0,1,0,3,2,3,4,0,1,1,1
Sptb,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0
Sptlc1,1,0,0,94,64,804,178,129,37,80,53,353,118,387,366,220,1457,0,68,241,0,164,327,2,768,10,61,0,153,0,3,610,0,0,255,1575,42,2498,98,1,4,37,847,676,23,79,1,1,1322,251,598,256,1,5,43,18,12,0,633,368,133,10,94,249,0,9
Sptlc2,3,0,0,281,1121,61,139,791,163,176,253,6,30,53,16,408,0,1,463,94,59,634,569,3,223,13,7,0,202,0,0,118,0,0,1512,2357,543,9,0,3,2,14,418,326,183,26,40,0,1,4,1121,17,30,98,5,1,13,24,603,57,340,0,28,60,0,31
Sptlc3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sptssa,38,50,20,1365,136,894,250,408,189,23,4,1020,37,12,226,513,13,0,8,33,1,106,307,619,66,12,4,5,1555,105,19,31,0,2,416,54,2,1,68,3,0,44,55,12,53,81,5,0,8,27,1446,137,8,41,120,63,0,59,2275,17,696,8,221,343,10,400
Sptssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spz1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sqle,7,650,0,971,708,2314,2931,1133,670,60,761,1795,978,31,1013,2587,256,468,157,7,0,762,1090,56,290,7,37,0,268,0,67,277,15,0,694,535,20,522,0,20,1,65,6248,5303,490,2,102,24,0,677,337,924,1007,38,3,324,223,16,1324,2,922,234,28,552,0,60
Sqrdl,63,555,0,46,0,18,249,445,566,15,195,410,17,0,35,39,129,333,1029,106,0,4,51,1,201,8,1,0,3,144,2,0,19,0,2226,2302,3,0,1,4,2,48,16,663,403,848,0,0,52,0,22,0,0,7,76,59,2,0,8,31,669,413,110,438,1,1279
Sqstm1,0,4,13,691,717,1162,424,1021,1660,835,568,1050,543,2964,998,5834,4039,67,12884,6100,7335,607,1857,350,806,48,69,3280,752,715,53,167,652,10,2611,1338,505,3481,11507,133,6,227,1840,476,833,3428,1106,181,40,953,510,2258,3829,88,899,344,1207,736,3104,4844,1480,97,622,3054,263,1693
Sra1,7,361,66,0,428,1327,1185,521,607,260,227,246,62,43,782,184,15,1737,16,222,180,473,504,85,602,10,10,89,64,5,28,1436,23,9528,110,232,16,101,12,6,0,38,2225,353,1827,1931,554,3,1208,3201,916,833,1511,1191,18,9,32,9,1699,18,557,148,76,2319,76,40
Srcin1,1,0,1,0,0,2,1,2,3,1,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,4,3,0,2,0,2,0,3,1,4,2,0,0,3,1,2,0,3,2,2,1
Src,0,0,0,0,4,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Srd5a1,0,0,0,36,0,0,195,0,104,118,3,1,62,152,1,0,0,0,0,16,15,0,3,0,8,0,2,0,0,0,41,0,0,21910,126,99,2,0,0,1,1,5,4766,1,18,0,0,1,1764,4,0,4,4,2,0,0,0,0,43,0,63,0,0,0,0,1
Srd5a2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1
Srd5a3,232,0,1,1,1,4,0,1,0,6,0,8,1,0,24,1,0,1,162,1,1,8,62,0,2,2,0,0,0,37,125,15,0,0,171,1,717,7,34,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,7,0,37,1,0,5,0,1
Srebf1,0,1,0,4,17,15,117,4,0,40,9,5,0,0,1,524,1,0,0,77,5,0,200,3,8,10,17,0,0,0,0,138,5,0,59,242,15,1,1,18,3,11,32,248,0,42,1,0,3,3,32,0,2,4,2,1,0,0,15,48,224,0,0,4,1,35
Srebf2,5,1,15,2,91,58,97,6,154,12,18,140,17,359,3,278,0,1,16,3,0,48,62,28,501,7,26,3,10,1,15,87,0,2,84,6,28,58,0,69,0,40,0,60,2,12,0,1,60,0,15,264,4,7,19,70,62,1,150,0,15,2,10,20,0,57
Srek1ip1,9,236,5,532,844,348,1122,477,927,356,433,374,185,275,275,626,27,124,26,208,522,62,303,456,177,9,12,176,124,0,658,948,306,0,350,13,419,105,247,56,3,29,402,520,45,167,196,78,4039,93,323,19,105,2235,6,80,180,113,639,0,417,34,192,153,0,993
Srek1,0,0,1515,0,2064,788,98,0,17,223,59,210,532,112,769,37,1709,6,1,56,1582,874,8253,1546,295,12,25,1350,694,70,50,1754,7348,0,2647,4515,1122,43,1569,1,2,45,206,1369,14,0,0,0,1,4,3,1340,12,269,255,3,1,0,366,0,768,8,0,12,0,171
Srfbp1,57,713,0,8,330,57,36,4,3,15,1,5,186,34,283,582,0,2,263,77,0,1,110,0,3,7,10,62,2,1,0,15,1,0,36,14,12,0,42,7,0,10,2563,0,23,3,346,1,2,36,10,5,3465,1,0,1,2,31,18,1,40,68,16,11,2,108
Srf,1,1,0,0,3,341,877,296,194,7,99,22,1,9,8,6,9,3,4,0,0,37,8,637,84,5,0,11,1,537,30,6,14,0,929,39,15,135,0,3,2,3,0,22,109,26,24,3,66,6,6,12,23,183,181,30,4,10,1652,4,130,15,122,4,6,20
Srgap1,66,0,0,730,611,251,843,575,3299,683,4,173,0,723,0,8,61,2,0,4153,0,0,3,1,81,0,5,2336,348,0,0,355,0,0,1179,5,1,0,5507,2,1,3,0,0,118,1183,0,1,461,1,1021,42,1,14,1,1392,235,0,18,1,610,0,94,232,2,202
Srgap2,2,133,1,1174,17,18,2,45,194,32,334,4,0,5,6,734,0,1,49,10,0,325,37,165,108,3,7,1,1142,416,1,14,2571,0,1,0,0,0,1,2,0,6,17,623,0,0,5,0,1,8,3,0,0,45,14,3,1,17,0,118,337,1,2,195,1,13
Srgap3,0,0,0,0,436,2,89,328,151,0,0,0,0,1,294,115,0,0,871,1,0,1,49,0,21,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,10,0,0,10,822,1,0,1,0,0,2,0,34,1,0,1,125,0,2,155,1,0,0,0,86
Srgn,0,1,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,0,1,0,156,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,14,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0
Sri,1,3536,0,0,223,473,12,36,651,1139,296,619,569,6,77,1765,30,55,2029,244,1419,65,246,157,695,21,1,141,408,6,6,537,1,3,2060,8995,3642,4,11,1,4,40,967,192,1161,2947,11,0,1133,25,840,624,2,21,45,46,18,25,81,1,305,379,10,1418,1318,111
Srms,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srm,12,16,0,4,2,10,14,3,16,9,8,0,12,28,20,11,5,1,7,20,14,2,3,6,9,0,0,56,5,40,1,1,1,36,1,6,60,16,0,2,0,1,0,0,0,7,1,0,1,13,27,22,0,10,46,13,1,7,10,1,15,0,14,23,0,10
Srp9,12,942,1662,2962,942,1634,413,132,1556,704,91,774,232,2589,852,1934,2110,714,4740,1418,4569,438,5210,2608,1245,125,138,6473,2094,3295,10,6587,9051,0,2478,7896,6344,461,13202,609,24,460,9437,4706,3116,5257,4778,1,3252,462,3080,149,6511,55,1686,1516,342,7,67,6,4362,489,430,4630,183,3371
Srp14,45,1611,1256,2536,2212,2632,1615,1680,3341,2302,599,405,45,1227,1080,1788,5318,1568,5144,2739,3270,402,1446,2619,957,97,175,10707,535,1844,3534,5194,2125,0,4147,5203,1736,5513,13482,381,31,772,2281,4868,914,2628,9,40,26,1069,3602,1061,12,2502,112,684,42,2087,1408,5,6228,670,634,4894,3979,3338
Srp19,263,483,58,167,1342,2144,399,837,2528,758,258,419,343,942,2636,2495,3547,100,2868,1116,3037,493,1922,634,537,55,29,2104,859,692,1,1244,1185,0,2437,175,3589,1160,1250,126,11,336,503,1470,1539,2718,174,0,83,135,1099,433,1236,82,1639,532,1343,15,374,737,1508,334,513,3224,5,984
Srp54a,2,4,146,0,1188,2092,269,82,640,498,341,129,27,66,334,537,17302,23,2672,63,1241,919,1648,1207,676,20,16,166,819,1825,3,1655,644,5589,3479,3698,548,1,14705,187,19,101,10518,3114,1062,4950,491,66,32,106,1927,304,47,1892,3645,23,37,10,1017,9,2370,1,205,1055,1,822
Srp68,453,148,9,40,279,656,724,1308,209,9,193,140,665,38,81,231,2611,1115,13,158,1529,273,468,287,195,6,12,5303,124,1139,154,196,31,9,80,641,3341,574,22,9,2,29,783,915,757,34,65,2,19,196,78,233,181,263,20,285,40,214,55,6,792,66,125,158,36,124
Srp72,0,3,0,0,11,15,20,58,119,37,49,6,92,99,26,27,0,14,0,263,377,176,0,0,35,3,3,34,2,9,205,1,33,0,6,0,837,21,0,0,1,8,1,11,8,89,1,0,0,1,0,156,2,9,55,1,12,0,3,1,53,0,0,1,2,16
Srpk1,3,0,0,28,101,329,124,32,10,63,8,1298,33,2031,0,971,0,0,0,71,17,164,584,1,399,11,4,50,265,0,17,19,0,0,1458,3,250,0,1,1,1,29,24,252,287,2,7,0,0,766,54,834,3,2,52,2,1,1,21,1,126,1,189,96,1,488
Srpk2,190,0,43,34,1199,348,368,1042,1349,542,145,9,378,321,502,906,1900,1491,196,38,10638,360,1338,804,914,22,72,1687,141,0,352,4712,69,0,282,299,307,26,0,76,5,206,2818,275,37,1436,34,0,209,1089,476,134,1346,74,288,1418,475,2,21,2,228,162,88,38,36,669
Srpk3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srprb,0,30,0,0,6,58,146,330,0,0,0,1,265,192,0,58,0,0,0,0,0,158,0,1,125,0,0,0,0,306,0,0,0,0,0,1,0,1,0,160,1,8,144,0,1024,1,0,0,0,5,8,1,1,0,0,2,1,0,0,1,1,0,0,34,1,19
